"section","fa_order","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","cs.sg form","pl.abs form","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","prioritized meaning","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN","BHVB","BiblicalHebrewVocabularyBuilderSub-Section","Occurrences","old BiblicalHebrewVocabularyBuilderSection","old BiblicalHebrewVocabularyBuilderSub-Section"
,7475,1,4097,"MXWZ/","מָחֹוז ","מְחֹוז",,,,,,", , , ",,"subs",,"shipyard",,,,,,"shipyard","shipyard",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7476,1,4139,"MXY/","מַחַץ ","מַחַץ",,,,,,", , , ",,"subs",,"breaking to pieces",,,,,,"breaking to pieces","breaking to pieces",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7477,1,4579,"MY</","מַצָּע ",,,,,,,", , , ",,"subs",,"couch, bed",,,,,,"couch, bed","couch, bed",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7478,1,4547,"MY=/","מֵץ II",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7479,1,4552,"MYBH=/","מַצָּבָה II",,,,,,,", , , ",,"subs",,"guard, watch",,,,,,"guard, watch","guard, watch",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7480,1,4553,"MYBJH/","מְצֹבָיָה ",,,,,,,", , , ",,"nmpr",,"Mezobaite",,,,,,"Mezobaite","Mezobaite",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7481,1,4558,"MYH==/","מֹצָה III",,,,,,,", , , ",,"nmpr",,"Mozah",,,,,,"Mozah","Mozah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7482,1,4576,"MYLH/","מְצִלָּה ",,,,,,,", , , ",,"subs",,"bell",,,,,,"bell","bell",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7483,1,4585,"MYPWNJM/","מַצְפּוּנִים ",,,,,,,", , , ",,"subs",,"hidden treasures",,,,,,"hidden treasures","hidden treasures",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7484,1,4591,"MYT/","מַצֻּת ",,,,,,,", , , ",,"subs",,"strife, contention",,,,,,"strife, contention","strife, contention",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7485,1,4575,"MYXH/","מִצְחָה ","מִצְחַת",,,,,,", , , ",,"subs",,"greave(s)",,,,,,"greave(s)","greave(s)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7487,1,4059,"MZG/","מֶזֶג ",,,,,,,", , , ",,"subs",,"mixed wine",,,,,,"mixed wine","mixed wine",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7488,1,4060,"MZH/","מָזֶה I",,,,,,,", , , ",,"adjv",,"sucked out, empty",,,,,,"sucked out, empty","sucked out, empty",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7489,1,4069,"MZJX/","מְזִיחַ ","מְזִיחַ",,,,,,", , , ",,"subs",,"girdle",,,,,,"girdle","girdle",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7490,1,4072,"MZLWT/","מַזָּלֹות ",,"מַּזָּלֹות",,,,,", , , ",,"subs",,"<constellation (of the zodiac)>",,,,,,"constellation (of the zodiac)","constellation (of the zodiac)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7491,1,4082,"MZR</","מִזְרָע ","מִזְרַע",,,,,,", , , ",,"subs",,"seed-land",,,,,,"seed-land","seed-land",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7492,1,4081,"MZRJM/","מְזָרִים ",,"מְּזָרִים",,,,,", , , ",,"subs",,"north-winds",,,,,,"north-winds","north-winds",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7493,1,4079,"MZRWT/","מַזָּרֹות ",,"מַזָּרֹות",,,,,", , , ",,"subs",,"<constellation (of the zodiac)>",,,,,,"constellation (of the zodiac)","constellation (of the zodiac)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7494,1,4062,"MZW/","מָזוּ ",,,,,,,", , , ",,"subs",,"garner?",,,,,,"garner?","garner?",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7495,1,4066,"MZWR=/","מָזֹור II",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7496,1,4067,"MZX/","מֵזַח I",,,,,,,", , , ",,"subs",,"girdle",,,,,,"girdle","girdle",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7497,1,4068,"MZX=/","מֵזַח II",,,,,,,", , , ",,"subs",,"shipyard",,,,,,"shipyard","shipyard",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7498,1,5134,"N<H=/","נֵעָה II",,,,,,,", , , ",,"nmpr",,"Neah",,,,,,"Neah","Neah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7499,1,5136,"N<J>L/","נְעִיאֵל ",,,,,,,", , , ",,"nmpr",,"Neiel",,,,,,"Neiel","Neiel",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7500,1,5141,"N<M=/","נַעַם II",,,,,,,", , , ",,"nmpr",,"Naam",,,,,,"Naam","Naam",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7501,1,5144,"N<MH=/","נַעֲמָה II",,,,,,,", , , ",,"nmpr",,"Naamah",,,,,,"Naamah","Naamah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7502,1,5145,"N<MJ/","נַעֲמִי I",,,,,,,", , , ",,"adjv",,"Naamite",,,,,,"Naamite","Naamite",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7503,1,5148,"N<MNJM/","נַעֲמָנִים ",,"נַעֲמָנִים",,,,,", , , ",,"subs",,"pleasant places",,,,,,"pleasant places","pleasant places",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7505,1,5157,"N<RH==/","נַעֲרָה III",,,,,,,", , , ",,"nmpr",,"Naarah",,,,,,"Naarah","Naarah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7506,1,5159,"N<RJ/","נַעֲרַי ",,,,,,,", , , ",,"nmpr",,"Naarai",,,,,,"Naarai","Naarai",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7507,1,5161,"N<RN/","נַעֲרָן ",,,,,,,", , , ",,"nmpr",,"Naaran",,,,,,"Naaran","Naaran",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7508,1,5158,"N<RWT/","נְעֻרֹות ",,,,,,,", , , ",,"subs",,"youth",,,,,,"youth","youth",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7509,1,4874,"N>/","נָא I",,,,,,,", , , ",,"adjv",,"raw",,,,,,"raw","raw",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7510,1,4876,"N>_>MWN/","נֹא אָמֹון ",,,,,,,", , , ",,"nmpr",,"Thebes",,,,,,"Thebes","Thebes",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7512,1,4883,"N>PWPJM/","נַאֲפוּפִים ",,,,,,,", , , ",,"subs",,"adultery",,,,,,"adultery","adultery",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7513,1,4922,"NBCN/","נִבְשָׁן ",,,,,,,", , , ",,"nmpr",,"Nibshan",,,,,,"Nibshan","Nibshan",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7514,1,4911,"NBK/","נֵבֶךְ ",,,,,,,", , , ",,"subs",,"sandy ground",,,,,,"sandy ground","sandy ground",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7515,1,4920,"NBLV/","נְבַלָּט ",,,,,,,", , , ",,"nmpr",,"Neballat",,,,,,"Neballat","Neballat",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7516,1,4919,"NBLWT/","נַבְלוּת ",,,,,,,", , , ",,"subs",,"vagina, shame",,,,,,"vagina, shame","vagina, shame",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7517,1,4894,"NBW/","נְבֹו I",,,,,,,", , , ",,"nmpr",,"Nebo",,,,,,"Nebo","Nebo",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7518,1,4900,"NBWCZBN/","נְבוּשַׁזְבָּן ",,,,,,,", , , ",,"nmpr",,"Nebushazban",,,,,,"Nebushazban","Nebushazban",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7520,1,4903,"NBX=/","נֹבַח II",,,,,,,", , , ",,"nmpr",,"Nobah",,,,,,"Nobah","Nobah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7521,1,4905,"NBXZ/","נִבְחַז ",,,,,,,", , , ",,"nmpr",,"Nibhaz",,,,,,"Nibhaz","Nibhaz",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7522,1,5243,"NCJ/","נְשִׁי ",,,,,,,", , , ",,"subs",,"debt",,,,,,"debt","debt",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7523,1,5246,"NCJH/","נְשִׁיָּה ",,,,,,,", , , ",,"subs",,"oblivion",,,,,,"oblivion","oblivion",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7525,1,4946,"NDBJH/","נְדַבְיָה ",,,,,,,", , , ",,"nmpr",,"Nedabiah",,,,,,"Nedabiah","Nedabiah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7526,1,4948,"NDDJM/","נְדֻדִים ",,"נְדֻדִים",,,,,", , , ",,"subs",,"restlessness",,,,,,"restlessness","restlessness",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7527,1,4950,"NDH=/","נֵדֶה II",,,,,,,", , , ",,"subs",,"gift, reward",,,,,,"gift, reward","gift, reward",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7528,1,4953,"NDJ/","נֹדִי ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7529,1,4956,"NDN/","נָדָן I",,,,,,,", , , ",,"subs",,"sheath",,,,,,"sheath","sheath",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7530,1,4957,"NDN=/","נָדָן II",,,,,,,", , , ",,"subs",,"gift, reward",,,,,,"gift, reward","gift, reward",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7531,1,5242,"NFW>H/","נְשׂוּאָה ",,,,,,,", , , ",,"subs",,"load",,,,,,"load","load",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7532,1,4929,"NGHH/","נְגֹהָה ",,"נְגֹהֹות",,,,,", , , ",,"subs",,"brightness",,,,,,"brightness","brightness",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7533,1,4961,"NH/","נֹהַּ ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7536,1,4968,"NHLL/","נַהֲלֹל I",,"נַּהֲלֹלִֽים",,,,,", , , ",,"subs",,"watering-place",,,,,,"watering-place","watering-place",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7537,1,4970,"NHLL==/","נַהֲלֹל III",,,,,,,", , , ",,"nmpr",,"Nahalol",,,,,,"Nahalol","Nahalol",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7538,1,4978,"NHRH/","נְהָרָה ",,,,,,,", , , ",,"subs",,"light, daylight",,,,,,"light, daylight","light, daylight",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7539,1,5075,"NJ/","נִי ",,,,,,,", , , ",,"subs",,"wailing",,,,,,"wailing","wailing",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7540,1,5077,"NJBJ/","נֵיבַי ",,,,,,,", , , ",,"nmpr",,"Nebai",,,,,,"Nebai","Nebai",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7541,1,5078,"NJD/","נִיד ","נִיד",,,,,,", , , ",,"subs",,"condolence",,,,,,"condolence","condolence",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7543,1,5085,"NJYWY/","נִיצֹוץ ",,,,,,,", , , ",,"subs",,"spark",,,,,,"spark","spark",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7544,1,5089,"NK>/","נָכָא I",,,,,,,", , , ",,"adjv",,"smitten",,,,,,"smitten","smitten",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7546,1,5095,"NKH=/","נֵכֶה II",,"נֵכִים",,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7547,1,5103,"NKL/","נֵכֶל ",,,,,,,", , , ",,"subs",,"cunning",,,,,,"cunning","cunning",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7548,1,5099,"NKWN/","נָכֹון I",,,,,,,", , , ",,"subs",,"push",,,,,,"push","push",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7549,1,5100,"NKWN=/","נָכֹון II",,,,,,,", , , ",,"nmpr",,"Nacon",,,,,,"Nacon","Nacon",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7551,1,5117,"NMRH/","נִמְרָה ",,,,,,,", , , ",,"nmpr",,"Nimrah",,,,,,"Nimrah","Nimrah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7552,1,5113,"NMW>LJ/","נְמוּאֵלִי ",,,,,,,", , , ",,"adjv",,"Nemuelite",,,,,,"Nemuelite","Nemuelite",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7553,1,5180,"NPT=/","נֶפֶת II",,,,,,,", , , ",,"subs",,"height",,,,,,"height","height",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7554,1,5182,"NPTWLJM/","נַפְתּוּלִים ",,,,,,,", , , ",,"subs",,"wrestling",,,,,,"wrestling","wrestling",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7555,1,5167,"NPWCSJM/","נְפוּשְׁסִים ",,,,,,,", , , ",,"nmpr",,"Nephussim",,,,,,"Nephussim","Nephussim",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7556,1,5166,"NPWSJM/","נְפוּסִים ",,,,,,,", , , ",,"nmpr",,"Nephussim",,,,,,"Nephussim","Nephussim",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7557,1,5168,"NPX/","נֹפַח ",,,,,,,", , , ",,"nmpr",,"Nophah",,,,,,"Nophah","Nophah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7558,1,5175,"NPY/","נֶפֶץ ",,,,,,,", , , ",,"subs",,"pattering (of rain)",,,,,,"pattering (of rain)","pattering (of rain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7559,1,5205,"NQB/","נֶקֶב ",,,,,,,", , , ",,"subs",,"passage, mine",,,,,,"passage, mine","passage, mine",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7560,1,5210,"NQDH/","נְקֻדָּה ",,,,,,,", , , ",,"subs",,"drop",,,,,,"drop","drop",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7561,1,5224,"NQPH/","נִקְפָּה ",,,,,,,", , , ",,"subs",,"rope",,,,,,"rope","rope",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7562,1,5230,"NRGL/","נֵרְגַל ",,,,,,,", , , ",,"nmpr",,"Nergal",,,,,,"Nergal","Nergal",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7563,1,5121,"NSBH/","נְסִבָּה ",,,,,,,", , , ",,"subs",,"turn of affairs",,,,,,"turn of affairs","turn of affairs",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7566,1,5272,"NTN_MLK/","נְתַן מֶלֶךְ ",,,,,,,", , , ",,"nmpr",,"Nathan-Melech",,,,,,"Nathan-Melech","Nathan-Melech",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7568,1,5066,"NV<JM/","נְטָעִים ",,,,,,,", , , ",,"nmpr",,"Netaim",,,,,,"Netaim","Netaim",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7569,1,5060,"NVJ</","נָטִיעַ ",,"נְטִעִים",,,,,", , , ",,"subs",,"plant",,,,,,"plant","plant",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7570,1,5059,"NVJL/","נָטִיל ",,,,,,,", , , ",,"adjv",,"weighing",,,,,,"weighing","weighing",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7571,1,5062,"NVL/","נֵטֶל ","נֵטֶל",,,,,,", , , ",,"subs",,"burden",,,,,,"burden","burden",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7572,1,5067,"NVP/","נָטָף I",,,,,,,", , , ",,"subs",,"drops",,,,,,"drops","drops",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7573,1,5068,"NVP=/","נֶטֶף II",,,,,,,", , , ",,"subs",,"drop",,,,,,"drop","drop",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7575,1,4981,"NWD/","נֹוד ",,,,,,,", , , ",,"nmpr",,"Nod",,,,,,"Nod","Nod",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7576,1,4983,"NWDB/","נֹודָב ",,,,,,,", , , ",,"nmpr",,"Nodab",,,,,,"Nodab","Nodab",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7579,1,4995,"NWMH/","נוּמָה ",,,,,,,", , , ",,"subs",,"somnolence",,,,,,"somnolence","somnolence",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7580,1,5000,"NWP/","נֹוף ",,,,,,,", , , ",,"subs",,"height",,,,,,"height","height",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7582,1,4989,"NWX/","נֹוחַ ",,,,,,,", , , ",,"subs",,"rest",,,,,,"rest","rest",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7584,1,4992,"NWXH/","נֹוחָה ",,,,,,,", , , ",,"nmpr",,"Nohah",,,,,,"Nohah","Nohah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7586,1,5015,"NXBJ/","נַחְבִּי ",,,,,,,", , , ",,"nmpr",,"Nahbi",,,,,,"Nahbi","Nahbi",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7587,1,5049,"NXCT=/","נְחֹשֶׁת II",,,,,,,", , , ",,"subs",,"menstruation",,,,,,"menstruation","menstruation",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7588,1,5050,"NXCT>/","נְחֻשְׁתָּא ",,,,,,,", , , ",,"nmpr",,"Nehushta",,,,,,"Nehushta","Nehushta",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7589,1,5051,"NXCTN/","נְחֻשְׁתָּן ",,,,,,,", , , ",,"nmpr",,"Nehushtan <bronze serpent>",,,,,,"Nehushtan (bronze serpent)","Nehushtan (bronze serpent)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7591,1,5023,"NXJLWT/","נְחִילֹות ",,"נְּחִילֹות",,,,,", , , ",,"subs",,"<musical term>",,,,,,"(musical term)","(musical term)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7592,1,5024,"NXJRJM/","נְחִירַיִם ",,,,,,,", , , ",,"subs",,"nostrils",,,,,,"nostrils","nostrils",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7593,1,5030,"NXM/","נֹחַם I",,,,,,,", , , ",,"subs",,"compassion",,,,,,"compassion","compassion",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7594,1,5031,"NXM=/","נַחַם II",,,,,,,", , , ",,"nmpr",,"Naham",,,,,,"Naham","Naham",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7595,1,5036,"NXMNJ/","נַחֲמָנִי ",,,,,,,", , , ",,"nmpr",,"Nahamani",,,,,,"Nahamani","Nahamani",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7596,1,5039,"NXR/","נַחַר ",,,,,,,", , , ",,"subs",,"snorting",,,,,,"snorting","snorting",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7598,1,5041,"NXRH/","נַחֲרָה ","נַחְרַת",,,,,,", , , ",,"subs",,"snorting",,,,,,"snorting","snorting",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7599,1,5053,"NXT=/","נַחַת II","נַחַת",,,,,,", , , ",,"subs",,"descent",,,,,,"descent","descent",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7600,1,5054,"NXT==/","נָחֵת III",,"נְחִתִּֽים",,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7601,1,5021,"NXWC/","נָחוּשׁ ",,,,,,,", , , ",,"adjv",,"of bronze",,,,,,"of bronze","of bronze",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7602,1,5018,"NXWM/","נַחוּם I",,,,,,,", , , ",,"nmpr",,"Nahum",,,,,,"Nahum","Nahum",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7603,1,5019,"NXWM=/","נְחוּם II",,,,,,,", , , ",,"nmpr",,"Nehum",,,,,,"Nehum","Nehum",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7605,1,5186,"NY=/","נֵץ II",,,,,,,", , , ",,"subs",,"blossom",,,,,,"blossom","blossom",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7607,1,5188,"NYB/","נִצָּב ",,,,,,,", , , ",,"subs",,"hilt, handle",,,,,,"hilt, handle","hilt, handle",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7608,1,5190,"NYH/","נֹצָה I",,,,,,,", , , ",,"subs",,"plumage",,,,,,"plumage","plumage",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7609,1,5198,"NYJB=/","נְצִיב II",,,,,,,", , , ",,"nmpr",,"Nezib",,,,,,"Nezib","Nezib",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7610,1,5201,"NYN/","נִצָּן ",,"נִּצָּנִים",,,,,", , , ",,"subs",,"blossom",,,,,,"blossom","blossom",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7611,1,5193,"NYWRJM/","נְצוּרִים ",,"נְּצוּרִים",,,,,", , , ",,"subs",,"watch-huts",,,,,,"watch-huts","watch-huts",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7612,1,5011,"NZQ/","נֵזֶק ","נֵזֶק",,,,,,", , , ",,"subs",,"injury, damage",,,,,,"injury, damage","injury, damage",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7614,1,6345,"P<J/","פָּעִי ",,,,,,,", , , ",,"nmpr",,"Pau",,,,,,"Pau","Pau",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7615,1,6349,"P<LTJ/","פְּעֻלְּתַי ",,,,,,,", , , ",,"nmpr",,"Peullethai",,,,,,"Peullethai","Peullethai",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7616,1,6354,"P<RJ/","פַּעֲרַי ",,,,,,,", , , ",,"nmpr",,"Paarai",,,,,,"Paarai","Paarai",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7617,1,6343,"P<W/","פָּעוּ ",,,,,,,", , , ",,"nmpr",,"Pau",,,,,,"Pau","Pau",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7619,1,6162,"P>H=/","פֵּאָה II","פְאַת",,,,,,", , , ",,"subs",,"splendour",,,,,,"splendour","splendour",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7620,1,6163,"P>H==/","פֵּאָה III",,,,,,,", , , ",,"subs",,"piece",,,,,,"piece","piece",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7622,1,6168,"P>RH/","פֻּארָה I",,,,,,,", , , ",,"subs",,"boughs <collective>",,,,,,"boughs (collective)","boughs (collective)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7623,1,6456,"PC/","פַּשׁ ",,,,,,,", , , ",,"subs",,"folly?",,,,,,"folly?","folly?",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7624,1,6466,"PCR/","פֵּשֶׁר ","פֵּשֶׁר",,,,,,", , , ",,"subs",,"interpretation",,,,,,"interpretation","interpretation",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7627,1,6181,"PDH>L/","פְּדַהְאֵל ",,,,,,,", , , ",,"nmpr",,"Pedahel",,,,,,"Pedahel","Pedahel",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7628,1,6187,"PDJHW/","פְּדָיָהוּ ",,,,,,,", , , ",,"nmpr",,"Pedaiah",,,,,,"Pedaiah","Pedaiah",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7629,1,6188,"PDJWM/","פִּדְיֹום ",,,,,,,", , , ",,"subs",,"ransom",,,,,,"ransom","ransom",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7630,1,6463,"PF</","פֶּשַׂע ",,,,,,,", , , ",,"subs",,"step",,,,,,"step","step",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7632,1,6172,"PG/","פַּג ",,,,,,,", , , ",,"subs",,"unripe fig",,,,,,"unripe fig","unripe fig",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7633,1,6247,"PJ_BST/","פִּי בֶסֶת ",,,,,,,", , , ",,"nmpr",,"Bubastis",,,,,,"Bubastis","Bubastis",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7634,1,6258,"PJCWN/","פִּישֹׁון ",,,,,,,", , , ",,"nmpr",,"Pishon",,,,,,"Pishon","Pishon",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7635,1,6250,"PJH/","פִּיָּה ",,,,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
